tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
9606	Homo sapiens	26583	0	live	DUX4L8	DUX2	double homeobox 4 like 8 (pseudogene)	"double homeobox 2|double homeobox, 4-like|putative double homeobox protein 2"	4q35.2	4	NC_000004.12	190067935	190069219	plus	0	611442
7955	Danio rerio	560924	0	live	dysf	"si:rp71-50c18.1, wu:fb73b05"	"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"	dysferlin		7	NC_007118.7	25558338	25697592	minus	58	
9606	Homo sapiens	124093	0	live	CCDC78	"C16orf25, CNM4, JFP10, hsCCDC78"	coiled-coil domain containing 78	coiled-coil domain-containing protein 78	16p13.3	16	NC_000016.10	722582	726880	minus	12	614666
9606	Homo sapiens	200132	0	live	DYNLT5	TCTEX1D1	dynein light chain Tctex-type family member 5	dynein light chain Tctex-type 5|Tctex1 domain containing 1|tctex1 domain-containing protein 1	1p31.3	1	NC_000001.11	66752459	66779047	plus	6	619994
7955	Danio rerio	559788	0	live	sgcb	"fa03a05, wu:fa03a05, zgc:110833"	"sarcoglycan, beta (dystrophin-associated glycoprotein)"	beta-sarcoglycan		20	NC_007131.7	23173710	23184495	plus	6	
6239	Caenorhabditis elegans	180430	0	live	ifd-2	CELE_F25E2.4	Intermediate filament protein ifd-2	Intermediate filament protein ifd-2		X	NC_003284.9	813854	815929	minus	7	
7955	Danio rerio	562764	0	live	trim32		tripartite motif containing 32	E3 ubiquitin-protein ligase TRIM32|bbs11		Un	NW_003337232.1	29380	35204	minus	2	
10090	Mus musculus	331026	0	live	Gmppb	E430010H19	GDP-mannose pyrophosphorylase B	mannose-1-phosphate guanyltransferase beta|GTP-mannose-1-phosphate guanylyltransferase beta	9 59.07 cM	9	NC_000075.7	107926490	107929119	plus	9	
7955	Danio rerio	100006345	0	live	fktn	"fcmd, im:7163166, zgc:162828"	fukutin	fukutin|Fukuyama type congenital muscular dystrophy (fukutin)		5	NC_007116.7	69907815	69924810	minus	11	
9606	Homo sapiens	91977	0	live	MYOZ3	"CS-3, CS3, FATZ-3, FRP3"	myozenin 3	myozenin-3|FATZ-related protein 3|calsarcin-3	5q33.1	5	NC_000005.10	150660869	150679368	plus	8	610735
7955	Danio rerio	100037338	0	live	inpp5ka	"inpp5k, zgc:162883"	inositol polyphosphate-5-phosphatase Ka	inositol polyphosphate 5-phosphatase Ka|inositol polyphosphate-5-phosphatase K		15	NC_007126.7	33843564	33865029	plus	15	
9606	Homo sapiens	25891	0	live	PAMR1	"DKFZP586H2123, FP938, RAMP"	peptidase domain containing associated with muscle regeneration 1	inactive serine protease PAMR1|peptidase domain-containing protein associated with muscle regeneration 1|regeneration associated muscle protease|regeneration-associated muscle protease homolog	11p13	11	NC_000011.10	35431827	35530300	minus	15	
6239	Caenorhabditis elegans	171818	0	live	ctn-1	CELE_Y23H5A.5	Alpha-catulin	Alpha-catulin		I	NC_003279.8	2606741	2617360	plus	16	
10090	Mus musculus	78977	0	live	Popdc3	Pop3	popeye domain containing 3	popeye domain-containing protein 3|popeye 3|popeye protein 3	10 23.35 cM	10	NC_000076.7	45165401	45194546	plus	5	
7955	Danio rerio	445292	0	live	sgcg	zgc:100924	"sarcoglycan, gamma"	gamma-sarcoglycan		15	NC_007126.7	9327302	9347581	plus	8	
7955	Danio rerio	567771	0	live	col6a2		"collagen, type VI, alpha 2"	collagen alpha-2(VI) chain		11	NC_007122.7	33922910	33960449	minus	28	
6239	Caenorhabditis elegans	187585	0	live	ifd-1	CELE_R04E5.10	Intermediate filament protein ifd-1	Intermediate filament protein ifd-1		X	NC_003284.9	8820703	8824448	minus	11	
6239	Caenorhabditis elegans	177807	0	live	cka-1	CELE_C28D4.2	Choline/ethanolamine kinase	Choline/ethanolamine kinase		IV	NC_003282.8	9731737	9737621	minus	11	
7955	Danio rerio	445097	0	live	gmppb	"cb1066, fc79b10, gmppl, wu:fc79b10, zgc:92026"	GDP-mannose pyrophosphorylase B	mannose-1-phosphate guanyltransferase beta|GTP-mannose-1-phosphate guanylyltransferase beta		22	NC_007133.7	39084857	39096257	plus	10	
10090	Mus musculus	14202	0	live	Fhl4		four and a half LIM domains 4	four and a half LIM domains 4	10 41.63 cM	10	NC_000076.7	84932883	84938359	minus	2	
7955	Danio rerio	323003	0	live	trappc11	"c4orf41, fb78g05, fgr, flj12716l, foigr, wu:fb78g05, zgc:136723, zgc:63684"	trafficking protein particle complex subunit 11	trafficking protein particle complex subunit 11|FLJ12716-like protein|foie gras|protein foie gras|trafficking protein particle complex 11		14	NC_007125.7	7320946	7375050	minus	30	
7955	Danio rerio	567639	0	live	pleca	"fa95h11, plec1-like, sb:eu420, si:dkey-151c10.1, wu:fa95h11"	plectin a	plectin a|plectin|plec		19	NC_007130.7	22408308	22621646	minus	45	
7955	Danio rerio	563878	0	live	pomt2	"im:7153045, zPOMT2, zgc:158749"	protein-O-mannosyltransferase 2	protein O-mannosyl-transferase 2		17	NC_007128.7	31696441	31712062	minus	22	
6239	Caenorhabditis elegans	175565	0	live	ckb-2	CELE_B0285.9	Choline kinase B2	Choline kinase B2		III	NC_003281.10	4367949	4370160	plus	8	
7955	Danio rerio	571876	0	live	pomgnt1	"im:7151461, zPOMGnT1, zgc:158130"	"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"	"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1|Protein O-Mannose beta-1,2-N-acetylglucosaminyltransferase 1|protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase"		6	NC_007117.7	33076839	33095766	plus	22	
10090	Mus musculus	244431	0	live	Sgcz	C230085N17Rik	sarcoglycan zeta	zeta-sarcoglycan|ZSG1|zeta-SG	8 23.31 cM	8	NC_000074.7	37984994	39128857	minus	9	
6239	Caenorhabditis elegans	176719	0	live	frg-1	CELE_ZK1010.3	Protein FRG1 homolog	Protein FRG1 homolog		III	NC_003281.10	12979162	12980163	plus	3	
9823	Sus scrofa	497636	0	live	DMD		dystrophin	dystrophin		X	NC_010461.5	27028223	29650728	minus	87	
7955	Danio rerio	566188	0	live	inpp5kb	inpp5k	inositol polyphosphate-5-phosphatase Kb	inositol polyphosphate 5-phosphatase K|inositol polyphosphate-5-phosphatase K		10	NC_007121.7	24304058	24319583	minus	14	
7955	Danio rerio	100006255	0	live	itga7		"integrin, alpha 7"	integrin alpha-7		11	NC_007122.7	62850	86838	minus	19	
10090	Mus musculus	97884	0	live	B3galnt2	"A930105D20Rik, D230016N13Rik"	"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2"	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2|beta-1,3-GalNAc-T2|beta-1,3-N-acetylgalactosaminyltransferase II"	13 5.29 cM	13	NC_000079.7	14129059	14173688	plus	12	
10090	Mus musculus	68563	0	live	Dpm3	1110001H19Rik	dolichyl-phosphate mannosyltransferase polypeptide 3	dolichol-phosphate mannosyltransferase subunit 3|DPM synthase complex subunit 3|DPM synthase subunit 3|MPD synthase subunit 3|dolichol-phosphate mannose synthase subunit 3|dolichyl-phosphate beta-D-mannosyltransferase subunit 3|mannose-P-dolichol synthase subunit 3	3 39.03 cM	3	NC_000069.7	89166567	89174386	plus	3	
7955	Danio rerio	567576	0	live	syne1b	syne1	"spectrin repeat containing, nuclear envelope 1b"	"nesprin-1|spectrin repeat containing, nuclear envelope 1"		17	NC_007128.7	7844909	8173421	minus	150	
7227	Drosophila melanogaster	42698	0	live	CG31139	"Dmel_ BcDNA:AT07872, CG17138, Dmel\CG31139"	uncharacterized protein	uncharacterized protein|CG31139-PA|CG31139-PC|partner of rumi	3-76 cM	3R	NT_033777.3	22747690	22749056	minus	2	
7955	Danio rerio	100149543	0	live	col12a1a	col12a1	"collagen, type XII, alpha 1a"	"collagen alpha-1(XII) chain|collagen, type XII, alpha 1"		17	NC_007128.7	49785495	49978970	minus	66	
7955	Danio rerio	352914	0	live	selenon	"SePN, cb686, selN, sepn1, wu:fb06g01, wu:fb73d02, wu:fv41b08, zgc:101091"	selenoprotein N	"selenoprotein N|selenoprotein N, 1"		17	NC_007128.7	24687338	24695198	plus	12	
9606	Homo sapiens	653544	0	live	DUX4L6		double homeobox 4 like 6 (pseudogene)	double homeobox protein 4-like protein 6	4q35.2	4	NC_000004.12	190074525	190075809	plus	0	
9606	Homo sapiens	728410	0	live	DUX4L2	DUX4	double homeobox 4 like 2 (pseudogene)	double homeobox protein 4-like protein 2	4q35.2	4	NC_000004.12	190091005	190092289	plus	0	
9031	Gallus gallus	420212	0	live	WWP1		WW domain containing E3 ubiquitin protein ligase 1	NEDD4-like E3 ubiquitin-protein ligase WWP1|WW domain-containing protein 1		2	NC_052533.1	122659195	122720613	plus	28	
9606	Homo sapiens	728773	0	live	PABPC1P2	"PABP2, PABP4, PABPCP2, PABPCP4"	poly(A) binding protein cytoplasmic 1 pseudogene 2	"poly(A) binding protein, cytoplasmic, pseudogene 2|poly(A) binding protein, cytoplasmic, pseudogene 4"	2q22.3	2	NC_000002.12	146587057	146590990	plus	1	
7955	Danio rerio	100034405	0	live	capn3b	si:dkey-12h9.9	calpain 3b	calpain-3-like|calpain-3b		20	NC_007131.7	25955118	26001426	minus	21	
6239	Caenorhabditis elegans	181029	0	live	stn-2	CELE_F27D9.8	PDZ domain-containing protein	PDZ domain-containing protein		X	NC_003284.9	7676511	7680619	minus	15	
7955	Danio rerio	447832	0	live	capn3a	"capn3, zgc:92687"	"calpain 3a, (p94)"	"calpain-3|calpain 3, (p94)"		17	NC_007128.7	45305445	45346637	plus	21	
7955	Danio rerio	492773	0	live	pomk	"sgk196, wu:fc58e12, zgc:101572"	protein O-mannose kinase	protein O-mannose kinase|probable inactive protein kinase-like protein SgK196|protein kinase-like protein SgK196|sugen kinase 196		13	NC_007124.7	9548898	9555468	plus	3	
7955	Danio rerio	415108	0	live	popdc3	pop3	popeye domain containing 3	popeye domain-containing protein 3|popeye 3		16	NC_007127.7	7653905	7658704	plus	3	
10116	Rattus norvegicus	361303	0	live	Lims2		LIM zinc finger domain containing 2	LIM and senescent cell antigen-like-containing domain protein 2|LIM and senescent cell antigen like domains 2|LIM-type zinc finger domains 2	18p12	18	NC_086036.1	23828164	23866363	plus	12	
10116	Rattus norvegicus	493574	0	live	Crppa	"Ispd, Nip"	CDP-L-ribitol pyrophosphorylase A	D-ribitol-5-phosphate cytidylyltransferase|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein|isoprenoid synthase domain containing|isoprenoid synthase domain-containing protein|notch1-induced protein	6q16-q21	6	NC_086024.1	58847550	59124309	plus	13	
6239	Caenorhabditis elegans	183643	0	live	inpp-5K	CELE_C50C3.7	Inositol polyphosphate 5-phosphatase	Inositol polyphosphate 5-phosphatase		III	NC_003281.10	8159156	8161338	minus	6	
7227	Drosophila melanogaster	34687	0	live	CG15483	"Dmel_ Dmel\CG15483, dibeta3GnT3"	uncharacterized protein	uncharacterized protein|CG15483-PA	2-47 cM	2L	NT_033779.5	12760346	12761840	minus	2	
10090	Mus musculus	216395	0	live	Rxylt1	"6330415D21Rik, Tmem5"	ribitol xylosyltransferase 1	"ribitol-5-phosphate xylosyltransferase 1|UDP-D-xylose:ribitol-5-phosphate beta1,4-xylosyltransferase|transmembrane protein 5"	10 70.25 cM	10	NC_000076.7	121916844	121933271	minus	7	
6239	Caenorhabditis elegans	180703	0	live	cka-2	CELE_C52B9.1	Choline kinase A2	Choline kinase A2		X	NC_003284.9	4286843	4291496	plus	9	
10116	Rattus norvegicus	363145	0	live	Gmppb	RGD1560458	GDP-mannose pyrophosphorylase B	mannose-1-phosphate guanyltransferase beta	8q32	8	NC_086026.1	117616029	117622866	plus	10	
9606	Homo sapiens	653548	0	live	DUX4L3		double homeobox 4 like 3 (pseudogene)	double homeobox protein 4-like protein 3	4q35.2	4	NC_000004.12	190087705	190088989	plus	0	
9606	Homo sapiens	441056	0	live	DUX4L4		double homeobox 4 like 4 (pseudogene)	double homeobox protein 4-like protein 4	4q35.2	4	NC_000004.12	190081118	190082396	plus	0	
9606	Homo sapiens	653545	0	live	DUX4L5		double homeobox 4 like 5 (pseudogene)	double homeobox protein 4-like protein 5	4q35.2	4	NC_000004.12	190077818	190079102	plus	0	
9606	Homo sapiens	653543	0	live	DUX4L7		double homeobox 4 like 7 (pseudogene)	double homeobox protein 4-like protein 7	4q35.2	4	NC_000004.12	190071232	190072516	plus	0	
7955	Danio rerio	436626	0	live	dnajb6a	"wu:fj44d09, zgc:92148"	DnaJ heat shock protein family (Hsp40) member B6a	"dnaJ homolog subfamily B member 6|dnaJ homolog subfamily B member 6a|DnaJ (Hsp40) homolog, subfamily B, member 6a"		2	NC_007113.7	30103266	30116467	plus	11	
10116	Rattus norvegicus	363259	0	live	Obsl1	RGD1306073	obscurin like cytoskeletal adaptor 1	obscurin-like protein 1|obscurin-like 1	9q33	9	NC_086027.1	84416447	84442415	minus	23	
9031	Gallus gallus	422979	0	live	CSRP3		cysteine and glycine rich protein 3	cysteine and glycine-rich protein 3|cysteine and glycine-rich protein 3 (cardiac LIM protein)		5	NC_052536.1	1880054	1890049	minus	6	
7227	Drosophila melanogaster	3885575	0	live	Dpm3	"Dmel_CG33977, CG33977, DPM3, Dmel\CG33977"	Dolichyl-phosphate mannosyltransferase subunit 3	Dolichyl-phosphate mannosyltransferase subunit 3|CG33977-PA|Dpm3-PA	3-53 cM	3R	NT_033777.3	13402559	13403051	minus	2	
7955	Danio rerio	406701	0	live	hnrnpdl	"hnrpdl, wu:fa11d08, zgc:66169"	heterogeneous nuclear ribonucleoprotein D-like	heterogeneous nuclear ribonucleoprotein D-like		10	NC_007121.7	5017216	5024526	minus	7	
9615	Canis lupus familiaris	609265	0	live	SGCA		sarcoglycan alpha	alpha-sarcoglycan		9	NC_051813.1	26959303	26972755	plus	11	
10090	Mus musculus	320714	0	live	Trappc11	D030016E14Rik	trafficking protein particle complex 11	trafficking protein particle complex subunit 11	8 26.86 cM	8	NC_000074.7	47943163	47986505	minus	30	
6239	Caenorhabditis elegans	173601	0	live	tsr-1	CELE_F53G2.6	Xpo1 domain-containing protein	Xpo1 domain-containing protein		II	NC_003280.10	2460842	2473370	minus	16	
7955	Danio rerio	446213	0	live	large1	large	LARGE xylosyl- and glucuronyltransferase 1	xylosyl- and glucuronyltransferase LARGE1|LARGE xylosyl- and glucuronyltransferase 1|acetylglucosaminyltransferase-like 1A|glycosyltransferase-like 1A|glycosyltransferase-like protein LARGE1|like-glycosyltransferase		4	NC_007115.7	75013057	75057211	minus	15	
10116	Rattus norvegicus	316091	0	live	Pomgnt2	"Ago61, Gtdc2, RGD1304827"	"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"	"protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2|glycosyltransferase|glycosyltransferase-like domain containing 2|glycosyltransferase-like domain-containing protein 2"	8q32	8	NC_086026.1	130522607	130538273	minus	3	
7955	Danio rerio	394062	0	live	tnpo3	zgc:55409	transportin 3	transportin-3		4	NC_007115.7	13586689	13605158	plus	23	
9606	Homo sapiens	1218	0	live	CMD1B	"CMPD1, FDC"	"cardiomyopathy, dilated 1B (autosomal dominant)"		9q13-q22	9						600884
7227	Drosophila melanogaster	33800	0	live	CG11149	"Dmel_ Dmel\CG11149, dibeta3GnT4"	uncharacterized protein	uncharacterized protein|CG11149-PA|CG11149-PB|CG11149-PC|CG11149-PD|CG11149-PE	2-17 cM	2L	NT_033779.5	5718121	5720899	minus	4	
10116	Rattus norvegicus	299841	0	live	Rxylt1	Tmem5	ribitol xylosyltransferase 1	ribitol-5-phosphate xylosyltransferase 1|transmembrane protein 5	7q22	7	NC_086025.1	59656274	59668140	minus	6	
7955	Danio rerio	559348	0	live	syne2b	"id:ibd5137, si:dkey-249p9.3, si:dkeyp-77c8.1, si:dkeyp-77c8.2, si:dkeyp-77c8.3, wu:fc12c11, wu:fc31e06, wu:fc62a06"	"spectrin repeat containing, nuclear envelope 2b"	"nesprin-2|spectrin repeat containing, nuclear envelope 2b"		13	NC_007124.7	37075317	37270267	minus	131	
9031	Gallus gallus	378796	0	live	CAV3	caveolin-3	caveolin 3	caveolin-3		12	NC_052543.1	19458124	19461512	plus	2	
7955	Danio rerio	497282	0	live	smchd1	"kiaa0650l, kiaao650l"	structural maintenance of chromosomes flexible hinge domain containing 1	structural maintenance of chromosomes flexible hinge domain-containing protein 1|kiaa0650 protein like		7	NC_007118.7	71586195	71661392	plus	49	
7955	Danio rerio	569553	0	live	syne1a	"si:ch211-225l4.1, si:ch211-87a14.2, wu:fc76h10"	"spectrin repeat containing, nuclear envelope 1a"	"nesprin-1|spectrin repeat containing, nuclear envelope 1a"		20	NC_007131.7	26095467	26359438	plus	147	
10116	Rattus norvegicus	641520	0	live	Popdc3		popeye domain containing 3	popeye domain-containing protein 3	20q13	20	NC_086038.1	50354775	50383050	plus	4	
9615	Canis lupus familiaris	403668	0	live	COL6A1		collagen type VI alpha 1 chain	collagen alpha-1(VI) chain|collagen VI-alpha1 protein		31	NC_051835.1	38938729	38956907	plus	35	
9913	Bos taurus	508157	0	live	DYSF	FER1L1	dysferlin	"dysferlin|Dystrophy-associated fer-1-like protein|Fer-1-like protein 1|dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)"		11	NC_037338.1	12899568	13123869	minus	57	
7955	Danio rerio	415256	0	live	kdm5bb	"cb264, jarid1bb, plu1, wu:fc44h11, zgc:85741"	lysine demethylase 5Bb	lysine-specific demethylase 5B-B|[histone H3]-trimethyl-L-lysine(4) demethylase 5B-B|histone demethylase JARID1B-B|jumonji/ARID domain-containing protein 1B-B|lysine (K)-specific demethylase 5Bb|putative DNA/chromatin binding motif		8	NC_007119.7	28306539	28343108	minus	28	
10116	Rattus norvegicus	293667	0	live	B4gat1	B3gnt1	"beta-1,4-glucuronyltransferase 1"	"beta-1,4-glucuronyltransferase 1|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase|UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1"	1q43	1	NC_086019.1	211772644	211774866	plus	2	
7955	Danio rerio	497644	0	live	pomgnt2	"ago61, glyt, gtdc2, im:7153239, zgc:112079"	"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"	"protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2|glycosyltransferase|glycosyltransferase-like domain containing 2|glycosyltransferase-like domain-containing protein 2"		16	NC_007127.7	8139515	8162380	plus	3	
6239	Caenorhabditis elegans	181905	0	live	ckb-3	CELE_B0285.10	Putative choline kinase B3	Putative choline kinase B3		III	NC_003281.10	4370885	4372820	plus	8	
10116	Rattus norvegicus	305178	0	live	Hnrnpdl	"Hnrpdl, hnRNP DL"	heterogeneous nuclear ribonucleoprotein D-like	heterogeneous nuclear ribonucleoprotein D-like|hnRNP D-like|hnRNP-DL|hnRPD-like protein	14p22	14	NC_086032.1	9861716	9867945	plus	8	
7955	Danio rerio	798716	0	live	crppa	"ispd, sb:eu371, zgc:154151"	CDP-L-ribitol pyrophosphorylase A	D-ribitol-5-phosphate cytidylyltransferase|isoprenoid synthase domain-containing protein|2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein|isoprenoid synthase domain containing|notch1-induced protein		15	NC_007126.7	34495056	34568705	minus	12	
6239	Caenorhabditis elegans	175236	0	live	trpp-11	CELE_B0412.3	Foie-gras_1 domain-containing protein;TRAPP II complex TRAPPC10 C-terminal domain-containing protein;Trafficking protein particle complex subunit 11 domain-containing protein	Foie-gras_1 domain-containing protein;TRAPP II complex TRAPPC10 C-terminal domain-containing protein;Trafficking protein particle complex subunit 11 domain-containing protein		III	NC_003281.10	795136	809437	plus	17	
7955	Danio rerio	101669768	0	live	b4gat1	b3gnt1	"beta-1,4-glucuronyltransferase 1"	"beta-1,4-glucuronyltransferase 1|I-beta-1,3-N-acetylglucosaminyltransferase|N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase|UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1|beta-1,3-N-acetylglycosaminyltransferase 1|poly-N-acetyllactosamine extension enzyme"		7	NC_007118.7	7469426	7474536	minus	2	
6239	Caenorhabditis elegans	184864	0	live	ckb-4	CELE_F22F7.5	Choline/ethanolamine kinase	Choline/ethanolamine kinase		V	NC_003283.11	2106398	2109434	minus	9	
9606	Homo sapiens	441581	0	live	FRG2B		FSHD region gene 2 family member B	protein FRG2-like-1|FSHD region gene 2 protein family member B|HSA10-FRG2	10q26.3	10	NC_000010.11	133623895	133626795	minus	4	
7955	Danio rerio	553716	0	live	b3galnt2	zgc:112351	"beta-1,3-N-acetylgalactosaminyltransferase 2"	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2|beta-1,3-GalNAc-T2|beta-1,3-N-acetylgalactosaminyltransferase II|beta-3-GalNAc-T2"		13	NC_007124.7	49774800	49819115	minus	12	
6239	Caenorhabditis elegans	186365	0	live	dgn-2	CELE_F56C3.6	Peptidase S72 domain-containing protein	Peptidase S72 domain-containing protein		X	NC_003284.9	1365474	1367516	minus	3	
10116	Rattus norvegicus	290746	0	live	Trappc11	RGD1309765	trafficking protein particle complex subunit 11	trafficking protein particle complex subunit 11|trafficking protein particle complex 11	16q11	16	NC_086034.1	51465631	51512003	plus	33	
9606	Homo sapiens	100529230	0	live	LGMD1H		limb girdle muscular dystrophy 1H (autosomal dominant)		3p25-p23	3						613530
9606	Homo sapiens	53368	0	live	MDC1B		"Muscular dystrophy, congenital, 1B"		1q42	1						604801
9606	Homo sapiens	619409	0	live	MDCMP		"muscular dystrophy, congenital, merosin-positive"		4p16.3	4						609456
9606	Homo sapiens	100505381	0	live	MMD2		Miyoshi muscular dystrophy 2		10p	10						613318
6239	Caenorhabditis elegans	183400	0	live	tag-335	CELE_C42C1.5	Mannose-1-phosphate guanyltransferase beta	Mannose-1-phosphate guanyltransferase beta		IV	NC_003282.8	12276090	12278594	minus	5	
7955	Danio rerio	387528	0	live	fhl1b	"cb1039, fhl"	four and a half LIM domains 1b	four and a half LIM domains 1b|four and a half LIM domains protein 1b		10	NC_007121.7	26598078	26620943	plus	7	
